age,age_group,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,td_enroll
42,GenX,technician,married,secondary,994,yes,no,cellular,227,3,93,6,success,yes
27,Millennial,self-employed,single,tertiary,168,no,no,cellular,123,1,196,1,success,yes
33,Millennial,services,married,secondary,386,no,no,cellular,253,1,92,4,failure,yes
29,Millennial,management,single,tertiary,1026,no,no,cellular,226,1,92,1,other,yes
30,Millennial,unemployed,single,secondary,2424,no,no,cellular,110,1,279,1,failure,yes
51,Boomer,management,married,tertiary,346,no,no,cellular,134,2,192,3,failure,yes
32,Millennial,management,married,tertiary,1331,no,no,cellular,126,1,92,5,failure,yes
54,Boomer,unknown,married,secondary,2206,no,no,cellular,104,1,99,2,other,yes
47,GenX,management,married,tertiary,4693,no,yes,cellular,89,1,97,3,success,yes
48,GenX,blue-collar,married,secondary,1230,yes,no,cellular,169,1,196,2,success,yes
36,GenX,entrepreneur,married,secondary,2971,no,no,cellular,247,1,97,8,failure,yes
27,Millennial,student,single,tertiary,5291,no,no,cellular,192,2,92,2,failure,yes
43,GenX,services,single,secondary,3403,yes,no,cellular,707,2,97,2,success,yes
33,Millennial,technician,married,secondary,133,no,no,cellular,627,2,192,1,success,yes
27,Millennial,admin.,single,secondary,4745,no,no,telephone,411,4,192,1,other,yes
50,GenX,admin.,married,secondary,3608,yes,no,cellular,176,2,197,2,success,yes
45,GenX,blue-collar,married,unknown,1529,yes,no,cellular,181,1,197,1,success,yes
76,Boomer,retired,married,primary,3324,no,no,cellular,122,1,92,3,success,yes
63,Boomer,management,married,tertiary,5112,no,no,telephone,2184,2,95,3,failure,yes
81,Boomer,retired,married,primary,5220,no,no,telephone,135,1,94,2,other,yes
77,Boomer,retired,married,primary,2590,no,no,telephone,212,3,277,12,failure,yes
71,Boomer,retired,married,primary,2600,no,no,cellular,186,2,98,1,success,yes
39,GenX,admin.,married,secondary,260,yes,no,cellular,226,1,94,4,success,yes
18,Millennial,student,single,primary,608,no,no,cellular,210,1,93,1,success,yes
58,Boomer,services,divorced,secondary,462,no,no,cellular,495,1,93,1,success,yes
44,GenX,technician,divorced,secondary,14,no,no,cellular,167,1,92,1,success,yes
67,Boomer,retired,married,secondary,1146,no,no,cellular,259,1,92,2,failure,yes
31,Millennial,services,single,secondary,181,no,no,cellular,239,2,93,2,success,yes
36,GenX,technician,single,secondary,376,no,no,cellular,193,1,92,1,success,yes
56,Boomer,retired,married,primary,9367,no,no,telephone,271,2,92,4,success,yes
33,Millennial,management,married,tertiary,271,yes,no,cellular,182,2,91,2,success,yes
24,Millennial,student,single,secondary,382,no,no,cellular,256,2,92,3,failure,yes
33,Millennial,admin.,married,secondary,920,no,no,cellular,130,1,95,2,failure,yes
34,Millennial,blue-collar,single,unknown,129,yes,yes,cellular,295,1,200,2,success,yes
58,Boomer,admin.,married,secondary,169,no,no,cellular,301,1,94,3,failure,yes
37,GenX,management,married,tertiary,1276,no,no,cellular,146,1,94,2,success,yes
27,Millennial,blue-collar,single,secondary,535,no,no,cellular,183,1,94,1,success,yes
37,GenX,technician,single,tertiary,197,no,no,cellular,175,1,200,1,success,yes
43,GenX,management,married,tertiary,3186,no,no,cellular,380,1,88,1,failure,yes
35,GenX,technician,married,tertiary,3160,yes,no,cellular,445,2,95,1,failure,yes
24,Millennial,blue-collar,married,secondary,272,no,no,cellular,105,2,94,2,success,yes
75,Boomer,retired,married,tertiary,6027,no,no,cellular,1248,2,94,2,failure,yes
52,Boomer,management,married,tertiary,583,no,no,cellular,209,1,91,2,failure,yes
55,Boomer,technician,divorced,tertiary,0,no,no,cellular,134,2,91,1,success,yes
35,GenX,technician,married,secondary,4922,yes,no,cellular,393,4,201,17,other,yes
29,Millennial,unemployed,single,primary,1374,no,no,cellular,309,3,208,4,success,yes
20,Millennial,student,single,secondary,215,no,no,cellular,325,1,95,5,success,yes
42,GenX,management,married,primary,5310,yes,no,cellular,968,2,97,4,success,yes
27,Millennial,technician,single,tertiary,11862,no,no,cellular,285,2,97,7,success,yes
38,GenX,management,married,unknown,3576,no,no,cellular,349,2,183,1,success,yes
28,Millennial,student,single,secondary,1925,no,no,cellular,487,1,97,2,failure,yes
38,GenX,technician,married,secondary,6728,no,no,cellular,232,1,96,4,success,yes
72,Boomer,retired,married,secondary,1129,no,no,cellular,208,1,91,1,success,yes
29,Millennial,admin.,single,secondary,265,yes,no,cellular,414,1,184,1,failure,yes
34,Millennial,admin.,married,tertiary,69,no,yes,cellular,296,1,205,2,failure,yes
27,Millennial,blue-collar,single,tertiary,567,no,no,cellular,238,2,184,1,success,yes
58,Boomer,technician,married,secondary,3399,no,no,telephone,1628,2,188,8,success,yes
22,Millennial,student,single,tertiary,691,no,no,cellular,260,5,103,1,success,yes
28,Millennial,admin.,married,secondary,330,no,no,cellular,357,1,188,3,other,yes
60,Boomer,retired,divorced,tertiary,4,yes,no,cellular,415,1,190,5,failure,yes
29,Millennial,technician,single,secondary,1165,no,no,cellular,244,2,184,1,success,yes
36,GenX,admin.,divorced,tertiary,4708,no,no,cellular,284,1,171,1,failure,yes
68,Boomer,retired,married,tertiary,2820,no,no,cellular,154,1,97,2,failure,yes
48,GenX,management,married,tertiary,1147,no,no,cellular,155,1,120,3,success,yes
28,Millennial,services,single,secondary,339,no,no,cellular,350,1,182,1,success,yes
29,Millennial,housemaid,single,tertiary,19,no,no,cellular,274,1,230,1,success,yes
49,GenX,management,married,tertiary,5887,no,no,cellular,439,3,185,5,success,yes
43,GenX,management,single,tertiary,11891,no,no,cellular,821,5,242,1,success,yes
28,Millennial,student,single,unknown,78,no,no,cellular,232,3,310,2,failure,yes
44,GenX,admin.,single,secondary,733,yes,no,cellular,360,2,105,5,success,yes
39,GenX,management,married,tertiary,481,no,no,cellular,929,5,189,1,other,yes
29,Millennial,student,single,secondary,314,no,no,cellular,415,2,116,4,failure,yes
50,GenX,admin.,married,secondary,10250,yes,no,cellular,254,3,385,2,other,yes
42,GenX,management,married,tertiary,254,no,no,cellular,288,7,183,4,success,yes
37,GenX,admin.,married,secondary,0,yes,no,cellular,179,1,190,1,success,yes
34,Millennial,technician,married,secondary,294,yes,no,cellular,265,1,184,3,success,yes
79,Boomer,retired,married,secondary,8304,no,no,cellular,456,2,275,9,success,yes
41,GenX,unemployed,married,secondary,1077,yes,yes,telephone,207,3,387,2,failure,yes
66,Boomer,retired,married,unknown,2540,no,no,telephone,441,2,156,1,other,yes
32,Millennial,management,divorced,tertiary,883,yes,no,cellular,798,1,185,5,other,yes
47,GenX,management,single,tertiary,4402,no,no,telephone,805,1,190,1,other,yes
58,Boomer,management,married,tertiary,256,no,no,cellular,422,1,188,3,success,yes
72,Boomer,retired,married,primary,3856,no,no,cellular,582,4,115,1,other,yes
79,Boomer,retired,married,primary,3025,no,no,cellular,166,3,126,3,other,yes
30,Millennial,technician,married,secondary,2326,no,no,cellular,420,1,175,2,failure,yes
36,GenX,management,married,tertiary,925,no,no,cellular,321,3,189,4,success,yes
53,Boomer,admin.,married,secondary,1796,no,no,telephone,476,1,193,1,failure,yes
29,Millennial,student,single,secondary,459,no,no,cellular,279,3,189,19,other,yes
29,Millennial,management,single,tertiary,572,no,no,cellular,314,1,195,1,success,yes
57,Boomer,retired,married,secondary,5313,no,no,cellular,283,2,196,1,success,yes
34,Millennial,services,married,secondary,1337,no,no,cellular,330,2,127,3,success,yes
57,Boomer,management,divorced,unknown,2986,no,no,cellular,222,2,231,1,failure,yes
32,Millennial,admin.,married,secondary,35,no,no,cellular,324,3,126,3,success,yes
27,Millennial,student,single,secondary,538,no,no,cellular,170,4,197,2,success,yes
50,GenX,management,married,tertiary,5108,yes,no,cellular,406,1,182,2,failure,yes
50,GenX,services,married,secondary,320,no,no,telephone,294,3,315,4,success,yes
32,Millennial,admin.,single,secondary,131,yes,no,cellular,322,1,189,1,success,yes
59,Boomer,retired,married,primary,2074,no,no,cellular,467,1,186,2,success,yes
68,Boomer,retired,married,secondary,1443,no,no,telephone,2062,2,257,1,success,yes
64,Boomer,self-employed,married,tertiary,661,no,no,cellular,367,2,294,2,failure,yes
60,Boomer,admin.,married,secondary,3735,no,no,cellular,190,1,188,9,success,yes
35,GenX,management,single,tertiary,538,no,no,cellular,410,3,165,2,other,yes
72,Boomer,retired,married,primary,4657,no,no,cellular,305,3,309,5,success,yes
30,Millennial,blue-collar,married,primary,5,no,no,cellular,282,1,203,1,success,yes
43,GenX,services,married,tertiary,4216,no,no,cellular,150,2,195,2,success,yes
84,Boomer,retired,married,secondary,81204,no,no,telephone,679,1,313,2,other,yes
26,Millennial,blue-collar,single,secondary,3145,no,no,cellular,1141,1,209,1,other,yes
43,GenX,management,married,tertiary,3518,no,no,cellular,206,2,196,2,success,yes
39,GenX,technician,single,tertiary,25,yes,no,cellular,315,1,210,2,success,yes
27,Millennial,services,single,secondary,1347,no,no,telephone,824,1,193,11,success,yes
38,GenX,admin.,married,secondary,11303,no,no,cellular,473,2,216,2,failure,yes
32,Millennial,management,single,tertiary,718,yes,no,cellular,155,1,197,1,success,yes
23,Millennial,services,single,secondary,870,no,no,cellular,296,1,176,4,success,yes
35,GenX,unemployed,married,secondary,978,no,no,cellular,1370,3,209,3,success,yes
27,Millennial,admin.,married,secondary,1595,no,no,cellular,196,2,197,2,success,yes
61,Boomer,management,married,secondary,544,no,no,cellular,63,3,200,9,success,yes
25,Millennial,technician,single,secondary,139,no,yes,cellular,202,1,91,1,success,yes
57,Boomer,retired,married,secondary,1044,no,no,telephone,585,1,192,2,success,yes
55,Boomer,admin.,married,secondary,1633,no,no,cellular,210,1,192,2,success,yes
33,Millennial,management,married,tertiary,6513,yes,no,cellular,170,1,343,1,other,yes
73,Boomer,retired,married,primary,1388,no,no,telephone,767,2,83,1,success,yes
67,Boomer,retired,married,primary,1430,no,no,cellular,499,2,91,3,failure,yes
31,Millennial,technician,single,secondary,2544,no,no,cellular,229,1,279,2,success,yes
28,Millennial,services,single,secondary,168,no,no,cellular,387,1,194,1,other,yes
49,GenX,management,married,tertiary,1093,yes,yes,cellular,243,2,91,2,success,yes
21,Millennial,student,single,secondary,2488,no,no,telephone,661,2,92,1,success,yes
28,Millennial,self-employed,single,tertiary,1579,no,no,cellular,163,1,91,3,failure,yes
31,Millennial,unemployed,married,tertiary,330,no,no,cellular,260,1,194,2,success,yes
70,Boomer,retired,divorced,primary,482,no,no,telephone,372,1,196,2,success,yes
62,Boomer,blue-collar,married,secondary,180,no,no,cellular,183,1,90,4,other,yes
59,Boomer,technician,married,primary,4198,no,no,cellular,309,1,91,10,success,yes
48,GenX,unemployed,married,secondary,817,no,no,cellular,517,1,282,4,success,yes
32,Millennial,admin.,married,secondary,51,yes,yes,cellular,203,1,87,2,other,yes
33,Millennial,services,single,secondary,133,no,no,cellular,305,2,274,1,success,yes
30,Millennial,management,single,tertiary,536,no,no,cellular,362,2,91,2,success,yes
60,Boomer,retired,divorced,tertiary,979,yes,no,cellular,295,3,347,1,failure,yes
37,GenX,management,married,tertiary,0,no,no,cellular,426,2,196,1,other,yes
30,Millennial,management,single,tertiary,720,no,no,cellular,1265,4,210,4,other,yes
79,Boomer,retired,married,primary,8556,no,no,telephone,326,2,272,2,success,yes
64,Boomer,retired,married,secondary,588,no,no,cellular,366,1,91,2,failure,yes
42,GenX,technician,married,secondary,994,yes,no,cellular,453,1,67,9,success,yes
47,GenX,blue-collar,married,secondary,820,no,no,cellular,262,1,91,1,success,yes
21,Millennial,student,single,primary,423,no,no,telephone,287,5,285,5,success,yes
66,Boomer,retired,married,secondary,203,no,no,cellular,353,1,195,1,success,yes
61,Boomer,retired,married,secondary,86,no,no,cellular,639,1,94,1,success,yes
50,GenX,management,married,tertiary,5969,no,no,cellular,455,1,544,2,failure,yes
27,Millennial,admin.,married,tertiary,2855,no,no,cellular,240,1,301,3,failure,yes
36,GenX,management,married,tertiary,203,no,no,cellular,255,1,88,1,success,yes
38,GenX,unemployed,married,primary,7005,yes,no,cellular,696,1,202,2,success,yes
92,Boomer,retired,married,unknown,775,no,no,cellular,164,4,96,3,success,yes
77,Boomer,retired,married,secondary,4112,no,no,telephone,1616,1,95,2,success,yes
68,Boomer,retired,single,tertiary,2144,no,no,cellular,708,1,96,3,success,yes
81,Boomer,retired,married,primary,243,no,no,cellular,340,1,92,1,success,yes
42,GenX,unknown,single,unknown,942,no,no,cellular,245,1,92,2,success,yes
48,GenX,admin.,divorced,secondary,1180,no,no,cellular,142,1,238,3,other,yes
52,Boomer,services,married,secondary,992,yes,no,cellular,342,1,92,2,success,yes
38,GenX,housemaid,divorced,secondary,70,no,no,cellular,164,4,92,4,success,yes
61,Boomer,admin.,married,unknown,4629,yes,no,cellular,181,1,92,1,success,yes
20,Millennial,student,single,unknown,829,no,no,cellular,196,3,202,2,success,yes
39,GenX,admin.,married,secondary,0,no,no,cellular,366,1,436,10,failure,yes
36,GenX,student,single,tertiary,129,no,no,cellular,918,1,93,1,success,yes
52,Boomer,services,married,secondary,659,no,no,cellular,390,4,93,1,success,yes
80,Boomer,retired,married,primary,997,no,no,cellular,151,1,91,3,success,yes
33,Millennial,technician,married,tertiary,1699,no,no,cellular,202,1,83,3,success,yes
56,Boomer,technician,married,tertiary,1181,no,no,cellular,186,1,433,1,failure,yes
64,Boomer,management,married,tertiary,3951,no,no,cellular,134,1,91,1,success,yes
54,Boomer,admin.,married,secondary,0,no,no,cellular,161,1,98,2,failure,yes
52,Boomer,technician,married,tertiary,2557,no,no,cellular,134,5,204,2,success,yes
50,GenX,management,married,tertiary,2366,no,no,cellular,816,2,149,1,other,yes
66,Boomer,retired,married,tertiary,1948,no,no,cellular,216,1,91,4,success,yes
28,Millennial,admin.,single,secondary,261,yes,yes,cellular,254,3,142,6,success,yes
56,Boomer,retired,divorced,primary,694,no,no,cellular,144,1,102,1,other,yes
36,GenX,technician,married,tertiary,202,no,no,cellular,313,1,120,3,failure,yes
60,Boomer,blue-collar,married,primary,5,no,no,cellular,533,1,92,1,success,yes
66,Boomer,retired,married,primary,3629,no,no,cellular,474,1,172,2,other,yes
56,Boomer,services,married,secondary,1989,no,no,cellular,336,2,281,2,failure,yes
30,Millennial,technician,single,tertiary,4060,no,no,cellular,179,1,93,1,other,yes
33,Millennial,technician,married,secondary,303,yes,no,cellular,355,1,301,5,success,yes
72,Boomer,retired,married,primary,2600,no,no,cellular,443,2,82,3,success,yes
44,GenX,technician,married,tertiary,1818,yes,yes,cellular,508,1,92,4,failure,yes
37,GenX,admin.,single,secondary,728,no,no,cellular,129,1,174,2,other,yes
31,Millennial,unemployed,single,tertiary,302,no,no,cellular,349,1,357,3,success,yes
52,Boomer,blue-collar,married,secondary,955,no,yes,cellular,153,1,48,3,success,yes
37,GenX,technician,single,secondary,265,yes,yes,cellular,140,1,366,2,failure,yes
78,Boomer,retired,married,unknown,4807,no,no,telephone,892,2,104,4,success,yes
45,GenX,admin.,married,secondary,205,no,no,cellular,373,1,92,1,success,yes
37,GenX,management,married,tertiary,238,no,no,cellular,185,1,92,1,success,yes
68,Boomer,retired,married,tertiary,2812,no,no,cellular,279,2,181,1,failure,yes
38,GenX,admin.,single,secondary,262,no,no,cellular,315,2,180,6,failure,yes
55,Boomer,management,divorced,tertiary,2037,no,no,cellular,305,2,94,3,success,yes
32,Millennial,student,single,tertiary,0,no,no,cellular,233,3,276,2,failure,yes
62,Boomer,retired,married,secondary,569,no,no,cellular,94,5,184,1,success,yes
35,GenX,admin.,divorced,secondary,1085,no,no,cellular,195,6,97,12,other,yes
55,Boomer,admin.,married,secondary,602,no,no,cellular,390,2,150,6,success,yes
41,GenX,technician,single,tertiary,1646,yes,no,cellular,261,1,184,6,success,yes
35,GenX,unemployed,single,tertiary,415,no,no,cellular,649,1,176,1,failure,yes
80,Boomer,retired,married,secondary,2354,no,no,telephone,739,1,181,2,failure,yes
38,GenX,technician,married,secondary,318,no,no,cellular,383,1,181,5,failure,yes
48,GenX,blue-collar,married,secondary,1730,yes,no,cellular,489,1,178,2,failure,yes
25,Millennial,management,married,unknown,448,no,no,cellular,151,1,297,1,success,yes
36,GenX,admin.,single,tertiary,994,no,no,cellular,195,1,176,5,failure,yes
29,Millennial,housemaid,single,tertiary,19,no,no,cellular,110,2,64,2,success,yes
32,Millennial,technician,married,tertiary,2976,yes,no,cellular,783,1,175,5,failure,yes
46,GenX,blue-collar,married,secondary,1144,yes,no,cellular,376,2,129,3,other,yes
23,Millennial,admin.,single,tertiary,897,yes,no,cellular,190,2,280,8,failure,yes
67,Boomer,retired,divorced,secondary,704,no,no,cellular,186,2,97,1,success,yes
30,Millennial,management,married,tertiary,1996,no,no,cellular,1133,3,101,1,other,yes
22,Millennial,student,single,secondary,216,no,no,cellular,363,1,187,1,success,yes
24,Millennial,technician,married,secondary,556,yes,no,cellular,278,1,94,4,success,yes
45,GenX,admin.,married,secondary,1206,no,no,telephone,309,1,446,3,failure,yes
35,GenX,management,married,tertiary,62,no,no,cellular,469,2,185,2,failure,yes
33,Millennial,student,married,secondary,1536,no,no,cellular,359,1,92,3,success,yes
60,Boomer,technician,married,secondary,824,yes,no,cellular,127,1,558,7,other,yes
24,Millennial,student,single,tertiary,235,no,no,cellular,98,1,92,1,success,yes
18,Millennial,student,single,unknown,108,no,no,cellular,92,1,183,1,success,yes
65,Boomer,entrepreneur,married,tertiary,2331,no,no,telephone,290,1,92,1,success,yes
25,Millennial,student,single,secondary,125,no,no,cellular,215,1,92,2,success,yes
36,GenX,technician,single,secondary,27,yes,no,cellular,631,1,260,2,success,yes
27,Millennial,management,single,tertiary,390,no,no,cellular,120,2,104,2,failure,yes
35,GenX,admin.,single,secondary,-32,no,yes,cellular,63,4,182,5,failure,yes
39,GenX,blue-collar,single,tertiary,172,yes,no,cellular,125,2,183,2,failure,yes
53,Boomer,admin.,married,secondary,10541,no,no,cellular,164,2,92,1,success,yes
23,Millennial,student,single,secondary,480,no,no,cellular,742,2,182,1,failure,yes
34,Millennial,admin.,married,secondary,2374,yes,no,cellular,243,2,92,3,success,yes
33,Millennial,management,single,tertiary,935,no,no,cellular,385,2,92,8,success,yes
52,Boomer,unemployed,married,secondary,94,no,no,cellular,153,1,92,13,success,yes
55,Boomer,technician,divorced,secondary,3450,no,no,cellular,169,1,183,1,failure,yes
60,Boomer,retired,married,secondary,1853,no,no,cellular,234,1,183,1,success,yes
61,Boomer,retired,married,tertiary,2557,yes,no,cellular,158,2,92,5,success,yes
58,Boomer,technician,married,secondary,589,yes,no,cellular,511,3,183,6,success,yes
48,GenX,unemployed,divorced,secondary,201,no,no,cellular,406,2,92,2,success,yes
35,GenX,technician,married,tertiary,7050,no,no,cellular,278,3,187,1,success,yes
34,Millennial,management,divorced,tertiary,2885,no,no,cellular,314,2,156,4,other,yes
58,Boomer,management,married,secondary,2155,no,yes,cellular,135,2,92,5,success,yes
39,GenX,technician,divorced,secondary,902,yes,no,cellular,691,2,180,5,failure,yes
44,GenX,management,married,tertiary,1791,no,no,cellular,71,1,190,1,success,yes
54,Boomer,unknown,married,secondary,2206,no,no,cellular,449,1,91,3,success,yes
27,Millennial,student,single,tertiary,5291,no,no,cellular,293,1,91,4,success,yes
33,Millennial,unemployed,married,secondary,1211,no,no,cellular,535,1,188,1,success,yes
77,Boomer,retired,married,secondary,638,no,no,cellular,288,1,188,1,success,yes
31,Millennial,management,single,tertiary,533,no,no,cellular,144,1,91,9,success,yes
76,Boomer,retired,married,primary,3324,no,no,cellular,309,1,90,4,success,yes
28,Millennial,blue-collar,married,secondary,61,yes,no,cellular,253,1,174,4,success,yes
35,GenX,management,married,tertiary,0,yes,no,cellular,391,2,92,5,success,yes
59,Boomer,technician,married,secondary,116,no,no,cellular,268,1,183,7,success,yes
42,GenX,blue-collar,married,secondary,413,yes,no,cellular,456,2,184,2,success,yes
35,GenX,self-employed,single,tertiary,353,no,no,cellular,352,1,183,1,success,yes
60,Boomer,retired,married,secondary,523,no,no,cellular,467,1,182,3,success,yes
34,Millennial,blue-collar,married,secondary,1454,yes,no,cellular,231,2,297,2,failure,yes
57,Boomer,retired,married,primary,9367,no,no,cellular,981,1,90,6,success,yes
75,Boomer,retired,married,secondary,291,no,no,cellular,515,1,183,1,failure,yes
64,Boomer,retired,married,tertiary,846,no,no,cellular,671,1,181,3,failure,yes
36,GenX,technician,married,tertiary,341,no,no,cellular,419,2,183,1,success,yes
29,Millennial,technician,single,secondary,113,no,no,cellular,328,2,183,4,success,yes
34,Millennial,management,single,tertiary,13014,no,no,cellular,637,1,183,1,success,yes
41,GenX,management,married,tertiary,27696,no,no,cellular,138,2,184,3,success,yes
47,GenX,blue-collar,married,secondary,3715,no,no,cellular,171,2,182,4,other,yes
32,Millennial,technician,married,secondary,3271,no,no,cellular,375,1,374,1,other,yes
51,Boomer,management,married,tertiary,346,no,no,cellular,122,1,92,5,success,yes
34,Millennial,management,married,tertiary,8000,no,no,cellular,291,1,260,2,failure,yes
21,Millennial,student,single,secondary,123,no,no,telephone,379,5,93,2,success,yes
54,Boomer,technician,married,secondary,10185,no,no,cellular,251,1,186,3,success,yes
29,Millennial,management,single,tertiary,1026,no,no,cellular,138,2,92,2,success,yes
38,GenX,services,married,secondary,775,no,no,cellular,1835,3,182,2,success,yes
48,GenX,unemployed,married,secondary,926,no,no,cellular,382,4,185,6,success,yes
46,GenX,management,married,tertiary,349,no,no,cellular,295,2,616,1,failure,yes
32,Millennial,technician,married,secondary,484,yes,no,cellular,83,6,187,3,success,yes
37,GenX,management,married,tertiary,2987,yes,no,cellular,93,1,91,9,failure,yes
37,GenX,technician,single,tertiary,197,no,no,cellular,531,1,91,2,success,yes
23,Millennial,student,single,secondary,431,no,no,cellular,201,3,186,2,success,yes
58,Boomer,admin.,married,secondary,169,no,no,cellular,216,1,91,4,success,yes
45,GenX,management,married,tertiary,226,yes,no,cellular,91,4,185,6,success,yes
30,Millennial,unemployed,single,secondary,2424,no,no,cellular,337,1,95,2,success,yes
23,Millennial,student,single,secondary,1234,no,no,cellular,379,1,91,1,success,yes
34,Millennial,management,married,tertiary,271,yes,no,cellular,308,1,94,4,success,yes
61,Boomer,self-employed,divorced,tertiary,52587,no,no,cellular,394,3,189,1,success,yes
27,Millennial,blue-collar,single,secondary,535,no,no,cellular,171,1,91,2,success,yes
58,Boomer,management,married,tertiary,473,no,no,cellular,1109,1,262,1,success,yes
52,Boomer,technician,married,secondary,195,yes,no,cellular,220,1,63,5,failure,yes
48,GenX,admin.,married,secondary,660,no,no,cellular,318,1,561,2,success,yes
35,GenX,management,single,tertiary,681,no,no,cellular,737,1,561,2,success,yes
66,Boomer,retired,married,secondary,2326,no,yes,cellular,232,1,181,1,success,yes
52,Boomer,services,married,secondary,961,no,yes,cellular,222,1,553,4,failure,yes
38,GenX,management,single,tertiary,455,yes,no,cellular,255,2,555,6,success,yes
59,Boomer,self-employed,married,tertiary,2013,no,no,cellular,222,4,94,2,success,yes
47,GenX,blue-collar,married,secondary,1568,yes,no,cellular,388,1,262,7,success,yes
48,GenX,management,married,tertiary,0,no,yes,cellular,204,4,182,1,success,yes
22,Millennial,student,single,unknown,1215,no,no,cellular,145,3,192,1,failure,yes
60,Boomer,retired,divorced,secondary,1,no,no,cellular,302,1,184,1,success,yes
39,GenX,management,single,tertiary,763,no,no,cellular,543,1,189,1,failure,yes
55,Boomer,retired,divorced,secondary,2204,no,no,cellular,261,1,264,1,failure,yes
23,Millennial,student,single,secondary,381,no,no,cellular,696,1,189,2,other,yes
80,Boomer,housemaid,married,primary,0,no,no,cellular,639,1,189,1,failure,yes
29,Millennial,student,single,secondary,67,no,no,cellular,211,1,187,5,success,yes
47,GenX,admin.,married,secondary,368,no,no,cellular,269,1,187,5,success,yes
45,GenX,management,single,tertiary,483,no,no,cellular,95,2,265,11,other,yes
37,GenX,unemployed,married,tertiary,7620,no,no,telephone,367,1,176,6,failure,yes
29,Millennial,self-employed,single,tertiary,805,no,no,cellular,132,1,103,7,failure,yes
40,GenX,management,single,tertiary,0,yes,no,cellular,228,2,182,6,failure,yes
32,Millennial,management,married,tertiary,302,yes,yes,unknown,61,1,384,2,failure,yes
20,Millennial,student,single,secondary,215,no,no,cellular,175,1,92,6,success,yes
48,GenX,housemaid,married,tertiary,5473,no,no,cellular,127,2,184,2,success,yes
60,Boomer,admin.,married,secondary,106,no,no,cellular,137,1,187,4,success,yes
70,Boomer,retired,married,primary,2346,no,no,cellular,694,1,184,5,failure,yes
37,GenX,management,married,tertiary,255,no,no,cellular,562,2,183,10,success,yes
56,Boomer,management,married,unknown,4623,no,no,cellular,305,1,192,1,success,yes
63,Boomer,technician,married,secondary,973,no,no,cellular,318,1,388,1,success,yes
59,Boomer,technician,married,secondary,7766,yes,no,cellular,1422,1,461,1,failure,yes
22,Millennial,student,single,secondary,948,no,no,telephone,169,1,191,3,success,yes
30,Millennial,student,single,secondary,48,no,no,cellular,217,1,191,2,success,yes
66,Boomer,management,married,unknown,2149,yes,no,cellular,98,1,87,10,failure,yes
52,Boomer,technician,married,secondary,117,no,no,cellular,959,3,186,6,success,yes
71,Boomer,retired,divorced,secondary,0,no,no,cellular,771,1,171,1,success,yes
33,Millennial,management,married,tertiary,71,no,no,cellular,335,3,102,2,failure,yes
56,Boomer,technician,married,secondary,1938,no,yes,cellular,229,1,192,4,success,yes
30,Millennial,management,single,tertiary,5359,no,no,cellular,427,1,191,3,success,yes
73,Boomer,retired,married,unknown,519,no,no,telephone,270,3,133,2,success,yes
59,Boomer,management,married,tertiary,315,no,no,cellular,591,1,176,2,failure,yes
37,GenX,management,married,tertiary,1113,no,no,cellular,229,1,182,1,success,yes
28,Millennial,blue-collar,single,secondary,-46,yes,no,cellular,525,1,89,11,failure,yes
28,Millennial,technician,single,secondary,598,yes,no,cellular,177,1,288,2,failure,yes
56,Boomer,retired,married,primary,1947,no,no,cellular,225,2,123,5,failure,yes
37,GenX,management,single,tertiary,1027,yes,no,cellular,313,1,152,2,success,yes
47,GenX,technician,married,primary,235,no,no,cellular,136,2,203,1,other,yes
60,Boomer,retired,divorced,tertiary,2,no,no,cellular,228,4,390,2,other,yes
27,Millennial,student,single,tertiary,311,no,no,telephone,187,3,322,1,other,yes
40,GenX,unemployed,single,tertiary,7968,no,no,cellular,263,2,180,2,success,yes
25,Millennial,student,single,secondary,154,no,no,cellular,141,1,180,2,failure,yes
29,Millennial,student,single,unknown,7585,no,no,cellular,145,2,198,1,failure,yes
29,Millennial,technician,single,tertiary,2489,yes,no,cellular,355,1,86,5,failure,yes
68,Boomer,retired,married,secondary,1146,no,no,cellular,153,2,110,3,success,yes
38,GenX,admin.,married,secondary,1559,no,no,cellular,136,2,280,1,failure,yes
32,Millennial,management,single,tertiary,354,no,no,cellular,177,2,133,5,other,yes
32,Millennial,management,married,tertiary,2667,yes,no,cellular,251,1,181,4,failure,yes
42,GenX,management,married,tertiary,144,no,no,cellular,148,1,87,4,failure,yes
26,Millennial,admin.,single,tertiary,760,yes,no,cellular,456,2,281,5,success,yes
73,Boomer,retired,single,secondary,1050,no,no,cellular,562,3,181,2,failure,yes
26,Millennial,student,single,secondary,5296,no,no,cellular,229,1,205,1,failure,yes
64,Boomer,retired,married,tertiary,1644,no,no,telephone,341,4,179,4,success,yes
26,Millennial,student,single,tertiary,294,no,no,cellular,87,1,91,2,success,yes
39,GenX,services,married,secondary,53,no,no,unknown,257,1,394,1,failure,yes
40,GenX,unemployed,single,secondary,334,no,no,cellular,219,1,91,6,other,yes
36,GenX,services,married,secondary,52,yes,no,cellular,498,2,179,7,success,yes
33,Millennial,management,divorced,tertiary,2240,no,no,cellular,264,2,278,1,success,yes
31,Millennial,technician,married,tertiary,1570,yes,no,cellular,277,4,286,1,failure,yes
59,Boomer,unemployed,married,secondary,957,no,no,cellular,301,1,89,2,success,yes
